chr	start	end	ENSG	transcript	regionType
chr14	91291085	91294172	ENSG00000015133	ENST00000389857.11	intron
chr14	91294319	91297304	ENSG00000015133	ENST00000389857.11	intron
chr14	91297492	91299926	ENSG00000015133	ENST00000389857.11	intron
chr14	91300071	91303700	ENSG00000015133	ENST00000389857.11	intron
chr14	91303979	91305764	ENSG00000015133	ENST00000389857.11	intron
chr14	91305927	91307037	ENSG00000015133	ENST00000389857.11	intron
chr14	91307227	91308350	ENSG00000015133	ENST00000389857.11	intron
chr14	91308493	91309858	ENSG00000015133	ENST00000389857.11	intron
chr14	91309987	91313079	ENSG00000015133	ENST00000389857.11	intron
chr14	91314151	91315649	ENSG00000015133	ENST00000389857.11	intron
chr14	91315788	91321119	ENSG00000015133	ENST00000389857.11	intron
chr14	91321305	91324778	ENSG00000015133	ENST00000389857.11	intron
chr14	91324924	91325909	ENSG00000015133	ENST00000389857.11	intron
chr14	91326057	91338004	ENSG00000015133	ENST00000389857.11	intron
chr14	91338164	91338488	ENSG00000015133	ENST00000389857.11	intron
chr14	91338571	91339277	ENSG00000015133	ENST00000389857.11	intron
chr14	91339463	91339883	ENSG00000015133	ENST00000389857.11	intron
chr14	91340025	91342379	ENSG00000015133	ENST00000389857.11	intron
chr14	91342464	91343598	ENSG00000015133	ENST00000389857.11	intron
chr14	91343658	91359641	ENSG00000015133	ENST00000389857.11	intron
chr14	91359712	91408658	ENSG00000015133	ENST00000389857.11	intron
chr14	91408768	91416737	ENSG00000015133	ENST00000389857.11	intron
chr14	91416839	91417630	ENSG00000015133	ENST00000389857.11	intron
chr14	91417821	91418020	ENSG00000015133	ENST00000389857.11	CorePromoter
chr14	91418021	91422820	ENSG00000015133	ENST00000389857.11	ExtendedPromoter
chr16	58001582	58002478	ENSG00000103005	ENST00000219281.8	Intron
chr16	58002646	58009928	ENSG00000103005	ENST00000219281.8	Intron
chr16	58010113	58014272	ENSG00000103005	ENST00000219281.8	Intron
chr16	58014327	58017333	ENSG00000103005	ENST00000219281.8	Intron
chr16	58017440	58018971	ENSG00000103005	ENST00000219281.8	Intron
chr16	58019056	58020140	ENSG00000103005	ENST00000219281.8	Intron
chr16	58001207	58001406	ENSG00000103005	ENST00000219281.8	CorePromoter
chr16	57996407	58001206	ENSG00000103005	ENST00000219281.8	ExtendedPromoter
chr11	6614687	6614865	ENSG00000166340	ENST00000299427.12	intron
chr11	6614992	6615170	ENSG00000166340	ENST00000299427.12	intron
chr11	6615330	6615441	ENSG00000166340	ENST00000299427.12	intron
chr11	6615563	6616004	ENSG00000166340	ENST00000299427.12	intron
chr11	6616075	6616314	ENSG00000166340	ENST00000299427.12	intron
chr11	6616504	6616660	ENSG00000166340	ENST00000299427.12	intron
chr11	6616860	6616974	ENSG00000166340	ENST00000299427.12	intron
chr11	6617154	6617300	ENSG00000166340	ENST00000299427.12	intron
chr11	6617429	6617625	ENSG00000166340	ENST00000299427.12	intron
chr11	6617777	6618775	ENSG00000166340	ENST00000299427.12	intron
chr11	6618916	6619195	ENSG00000166340	ENST00000299427.12	intron
chr11	6619268	6619383	ENSG00000166340	ENST00000299427.12	intron
chr11	6619423	6619622	ENSG00000166340	ENST00000299427.12	CorePromoter
chr11	6619623	6624422	ENSG00000166340	ENST00000299427.12	ExtendedPromoter
chr5	1394759	1400914	ENSG00000142319	ENST00000270349.12	intron
chr5	1400987	1402921	ENSG00000142319	ENST00000270349.12	intron
chr5	1403090	1406187	ENSG00000142319	ENST00000270349.12	intron
chr5	1406289	1409025	ENSG00000142319	ENST00000270349.12	intron
chr5	1409126	1409720	ENSG00000142319	ENST00000270349.12	intron
chr5	1409850	1411242	ENSG00000142319	ENST00000270349.12	intron
chr5	1411356	1414690	ENSG00000142319	ENST00000270349.12	intron
chr5	1414816	1416097	ENSG00000142319	ENST00000270349.12	intron
chr5	1416202	1420568	ENSG00000142319	ENST00000270349.12	intron
chr5	1420704	1421875	ENSG00000142319	ENST00000270349.12	intron
chr5	1422015	1432463	ENSG00000142319	ENST00000270349.12	intron
chr5	1432699	1441358	ENSG00000142319	ENST00000270349.12	intron
chr5	1441491	1442911	ENSG00000142319	ENST00000270349.12	intron
chr5	1443243	1445347	ENSG00000142319	ENST00000270349.12	5primeUTRIntron
chr5	1445441	1445640	ENSG00000142319	ENST00000270349.12	CorePromoter
chr5	1445641	1450440	ENSG00000142319	ENST00000270349.12	ExtendedPromoter
chr4	106316595	106324984	ENSG00000164022	ENST00000672341.1	5primeUTRIntron
chr4	106325119	106327450	ENSG00000164022	ENST00000672341.1	Intron
chr4	106327565	106328075	ENSG00000164022	ENST00000672341.1	Intron
chr4	106328244	106331671	ENSG00000164022	ENST00000672341.1	Intron
chr4	106331884	106336868	ENSG00000164022	ENST00000672341.1	Intron
chr4	106337038	106347525	ENSG00000164022	ENST00000672341.1	Intron
chr4	106316350	106316549	ENSG00000164022	ENST00000672341.1	CorePromoter
chr4	106311550	106316349	ENSG00000164022	ENST00000672341.1	ExtendedPromoter
chr5	42423956	42565863	ENSG00000112964	ENST00000230882.9	5primeUTRIntron
chr5	42565945	42629037	ENSG00000112964	ENST00000230882.9	Intron
chr5	42629104	42688889	ENSG00000112964	ENST00000230882.9	Intron
chr5	42689020	42694916	ENSG00000112964	ENST00000230882.9	Intron
chr5	42695090	42699823	ENSG00000112964	ENST00000230882.9	Intron
chr5	42700003	42711206	ENSG00000112964	ENST00000230882.9	Intron
chr5	42711373	42713428	ENSG00000112964	ENST00000230882.9	Intron
chr5	42713520	42718051	ENSG00000112964	ENST00000230882.9	Intron
chr5	42718122	42718452	ENSG00000112964	ENST00000230882.9	Intron
chr5	42423239	42423438	ENSG00000112964	ENST00000230882.9	CorePromoter
chr5	42418439	42423238	ENSG00000112964	ENST00000230882.9	ExtendedPromoter
chr12	123671323	123671506	ENSG00000168778	ENST00000303372.7	Intron
chr12	123671615	123672055	ENSG00000168778	ENST00000303372.7	Intron
chr12	123672133	123673614	ENSG00000168778	ENST00000303372.7	Intron
chr12	123673811	123679188	ENSG00000168778	ENST00000303372.7	Intron
chr12	123679290	123686835	ENSG00000168778	ENST00000303372.7	Intron
chr12	123687036	123688050	ENSG00000168778	ENST00000303372.7	Intron
chr12	123688178	123690532	ENSG00000168778	ENST00000303372.7	Intron
chr12	123690675	123692657	ENSG00000168778	ENST00000303372.7	Intron
chr12	123692724	123694841	ENSG00000168778	ENST00000303372.7	Intron
chr12	123694977	123695219	ENSG00000168778	ENST00000303372.7	Intron
chr12	123695298	123696414	ENSG00000168778	ENST00000303372.7	Intron
chr12	123696496	123697086	ENSG00000168778	ENST00000303372.7	Intron
chr12	123697199	123699703	ENSG00000168778	ENST00000303372.7	Intron
chr12	123699811	123704531	ENSG00000168778	ENST00000303372.7	Intron
chr12	123704689	123706725	ENSG00000168778	ENST00000303372.7	Intron
chr12	123706852	123706984	ENSG00000168778	ENST00000303372.7	Intron
chr12	123707074	123707603	ENSG00000168778	ENST00000303372.7	Intron
chr12	123670913	123671112	ENSG00000168778	ENST00000303372.7	CorePromoter
chr12	123666113	123670912	ENSG00000168778	ENST00000303372.7	ExtendedPromoter
chr1	23845856	23846073	ENSG00000179163	ENST00000374479.4	intron
chr1	23846174	23848648	ENSG00000179163	ENST00000374479.4	intron
chr1	23848840	23854359	ENSG00000179163	ENST00000374479.4	intron
chr1	23854561	23859797	ENSG00000179163	ENST00000374479.4	intron
chr1	23859904	23863133	ENSG00000179163	ENST00000374479.4	intron
chr1	23863272	23865490	ENSG00000179163	ENST00000374479.4	intron
chr1	23865626	23867897	ENSG00000179163	ENST00000374479.4	intron
chr1	23868291	23868490	ENSG00000179163	ENST00000374479.4	CorePromoter
chr1	23868491	23873290	ENSG00000179163	ENST00000374479.4	ExtendedPromoter
chr8	107901191	107958079	ENSG00000147655	ENST00000276659.10	intron
chr8	107958269	107960673	ENSG00000147655	ENST00000276659.10	intron
chr8	107960818	107989055	ENSG00000147655	ENST00000276659.10	intron
chr8	107989245	108082544	ENSG00000147655	ENST00000276659.10	intron
chr8	108082808	108083196	ENSG00000147655	ENST00000276659.10	5primeUTRIntron
chr8	108083621	108083820	ENSG00000147655	ENST00000276659.10	CorePromoter
chr8	108083821	108088620	ENSG00000147655	ENST00000276659.10	ExtendedPromoter
chr1	18872958	18874462	ENSG00000159423	ENST00000375341.8	intron
chr1	18874582	18875381	ENSG00000159423	ENST00000375341.8	intron
chr1	18875504	18876314	ENSG00000159423	ENST00000375341.8	intron
chr1	18876468	18877207	ENSG00000159423	ENST00000375341.8	intron
chr1	18877256	18877415	ENSG00000159423	ENST00000375341.8	intron
chr1	18877613	18879299	ENSG00000159423	ENST00000375341.8	intron
chr1	18879374	18881699	ENSG00000159423	ENST00000375341.8	intron
chr1	18881888	18883123	ENSG00000159423	ENST00000375341.8	intron
chr1	18883199	18883278	ENSG00000159423	ENST00000375341.8	intron
chr1	18883429	18885472	ENSG00000159423	ENST00000375341.8	intron
chr1	18885629	18886463	ENSG00000159423	ENST00000375341.8	intron
chr1	18886512	18889361	ENSG00000159423	ENST00000375341.8	intron
chr1	18889455	18890011	ENSG00000159423	ENST00000375341.8	intron
chr1	18890106	18902461	ENSG00000159423	ENST00000375341.8	intron
chr1	18902556	18902755	ENSG00000159423	ENST00000375341.8	CorePromoter
chr1	18902756	18907555	ENSG00000159423	ENST00000375341.8	ExtendedPromoter
chr11	124865738	124868801	ENSG00000154134	ENST00000397801.6	Intron
chr11	124869129	124869449	ENSG00000154134	ENST00000397801.6	Intron
chr11	124869608	124869947	ENSG00000154134	ENST00000397801.6	Intron
chr11	124870069	124870164	ENSG00000154134	ENST00000397801.6	Intron
chr11	124870304	124870600	ENSG00000154134	ENST00000397801.6	Intron
chr11	124870729	124871013	ENSG00000154134	ENST00000397801.6	Intron
chr11	124871139	124872380	ENSG00000154134	ENST00000397801.6	Intron
chr11	124872553	124872883	ENSG00000154134	ENST00000397801.6	Intron
chr11	124873090	124873309	ENSG00000154134	ENST00000397801.6	Intron
chr11	124873392	124873696	ENSG00000154134	ENST00000397801.6	Intron
chr11	124873863	124874069	ENSG00000154134	ENST00000397801.6	Intron
chr11	124874237	124874787	ENSG00000154134	ENST00000397801.6	Intron
chr11	124874910	124875110	ENSG00000154134	ENST00000397801.6	Intron
chr11	124875337	124875563	ENSG00000154134	ENST00000397801.6	Intron
chr11	124875686	124875953	ENSG00000154134	ENST00000397801.6	Intron
chr11	124876126	124876274	ENSG00000154134	ENST00000397801.6	Intron
chr11	124876461	124877160	ENSG00000154134	ENST00000397801.6	Intron
chr11	124877185	124877266	ENSG00000154134	ENST00000397801.6	Intron
chr11	124877310	124877518	ENSG00000154134	ENST00000397801.6	Intron
chr11	124877659	124877936	ENSG00000154134	ENST00000397801.6	Intron
chr11	124878132	124878297	ENSG00000154134	ENST00000397801.6	Intron
chr11	124878437	124878583	ENSG00000154134	ENST00000397801.6	Intron
chr11	124878797	124879189	ENSG00000154134	ENST00000397801.6	Intron
chr11	124879342	124879464	ENSG00000154134	ENST00000397801.6	Intron
chr11	124879576	124879786	ENSG00000154134	ENST00000397801.6	Intron
chr11	124879949	124880417	ENSG00000154134	ENST00000397801.6	Intron
chr11	124880609	124881238	ENSG00000154134	ENST00000397801.6	Intron
chr11	124865232	124865431	ENSG00000154134	ENST00000397801.6	CorePromoter
chr11	124860432	124865231	ENSG00000154134	ENST00000397801.6	ExtendedPromoter
chr17	61684141	61685835	ENSG00000136492	ENST00000259008.7	intron
chr17	61686166	61693429	ENSG00000136492	ENST00000259008.7	intron
chr17	61693513	61715950	ENSG00000136492	ENST00000259008.7	intron
chr17	61716064	61743012	ENSG00000136492	ENST00000259008.7	intron
chr17	61743135	61744431	ENSG00000136492	ENST00000259008.7	intron
chr17	61744592	61776400	ENSG00000136492	ENST00000259008.7	intron
chr17	61776563	61780260	ENSG00000136492	ENST00000259008.7	intron
chr17	61780402	61780839	ENSG00000136492	ENST00000259008.7	intron
chr17	61781006	61784269	ENSG00000136492	ENST00000259008.7	intron
chr17	61784425	61793596	ENSG00000136492	ENST00000259008.7	intron
chr17	61793730	61799099	ENSG00000136492	ENST00000259008.7	intron
chr17	61799300	61801252	ENSG00000136492	ENST00000259008.7	intron
chr17	61801475	61808466	ENSG00000136492	ENST00000259008.7	intron
chr17	61808758	61847100	ENSG00000136492	ENST00000259008.7	intron
chr17	61847221	61849128	ENSG00000136492	ENST00000259008.7	intron
chr17	61849257	61857057	ENSG00000136492	ENST00000259008.7	intron
chr17	61857232	61859795	ENSG00000136492	ENST00000259008.7	intron
chr17	61859908	61861446	ENSG00000136492	ENST00000259008.7	intron
chr17	61861570	61863283	ENSG00000136492	ENST00000259008.7	5primeUTRIntron
chr17	61863529	61863728	ENSG00000136492	ENST00000259008.7	CorePromoter
chr17	61863729	61868528	ENSG00000136492	ENST00000259008.7	ExtendedPromoter
chr4	122732885	122741882	ENSG00000181004	ENST00000314218.8	5primeUTRIntron
chr4	122732504	122732703	ENSG00000181004	ENST00000314218.8	CorePromoter
chr4	122727704	122732503	ENSG00000181004	ENST00000314218.8	ExtendedPromoter
chr5	151253298	151259754	ENSG00000196743	ENST00000357164.4	Intron
chr5	151259917	151266730	ENSG00000196743	ENST00000357164.4	Intron
chr5	151266914	151267295	ENSG00000196743	ENST00000357164.4	Intron
chr5	151252985	151253184	ENSG00000196743	ENST00000357164.4	CorePromoter
chr5	151248185	151252984	ENSG00000196743	ENST00000357164.4	ExtendedPromoter
chr4	146256521	146258691	ENSG00000120519	ENST00000335472.12	intron
chr4	146258838	146283191	ENSG00000120519	ENST00000335472.12	intron
chr4	146283266	146292928	ENSG00000120519	ENST00000335472.12	intron
chr4	146292981	146293929	ENSG00000120519	ENST00000335472.12	intron
chr4	146294096	146305925	ENSG00000120519	ENST00000335472.12	intron
chr4	146306010	146325960	ENSG00000120519	ENST00000335472.12	intron
chr4	146325997	146442782	ENSG00000120519	ENST00000335472.12	intron
chr4	146442822	146503848	ENSG00000120519	ENST00000335472.12	intron
chr4	146503925	146509912	ENSG00000120519	ENST00000335472.12	intron
chr4	146510050	146517037	ENSG00000120519	ENST00000335472.12	intron
chr4	146517121	146521617	ENSG00000120519	ENST00000335472.12	intron
chr4	146521941	146522140	ENSG00000120519	ENST00000335472.12	CorePromoter
chr4	146522141	146526940	ENSG00000120519	ENST00000335472.12	ExtendedPromoter
chr22	42060414	42060923	ENSG00000198951	ENST00000396398.8	intron
chr22	42061068	42062826	ENSG00000198951	ENST00000396398.8	intron
chr22	42063025	42065737	ENSG00000198951	ENST00000396398.8	intron
chr22	42065900	42066709	ENSG00000198951	ENST00000396398.8	intron
chr22	42066805	42067112	ENSG00000198951	ENST00000396398.8	intron
chr22	42067291	42067764	ENSG00000198951	ENST00000396398.8	intron
chr22	42067937	42068438	ENSG00000198951	ENST00000396398.8	intron
chr22	42068575	42070281	ENSG00000198951	ENST00000396398.8	intron
chr22	42070813	42071012	ENSG00000198951	ENST00000396398.8	CorePromoter
chr22	42071013	42075812	ENSG00000198951	ENST00000396398.8	ExtendedPromoter
chr1	40258395	40260838	ENSG00000084073	ENST00000372759.4	Intron
chr1	40260986	40267785	ENSG00000084073	ENST00000372759.4	Intron
chr1	40267873	40268418	ENSG00000084073	ENST00000372759.4	Intron
chr1	40268536	40269974	ENSG00000084073	ENST00000372759.4	Intron
chr1	40270128	40271893	ENSG00000084073	ENST00000372759.4	Intron
chr1	40272036	40281342	ENSG00000084073	ENST00000372759.4	Intron
chr1	40281528	40285924	ENSG00000084073	ENST00000372759.4	Intron
chr1	40286030	40290853	ENSG00000084073	ENST00000372759.4	Intron
chr1	40290998	40292444	ENSG00000084073	ENST00000372759.4	Intron
chr1	40258036	40258235	ENSG00000084073	ENST00000372759.4	CorePromoter
chr1	40253236	40258035	ENSG00000084073	ENST00000372759.4	ExtendedPromoter
chr15	44563302	44564546	ENSG00000104133	ENST00000261866.12	intron
chr15	44564699	44565853	ENSG00000104133	ENST00000261866.12	intron
chr15	44566010	44566216	ENSG00000104133	ENST00000261866.12	intron
chr15	44566306	44567423	ENSG00000104133	ENST00000261866.12	intron
chr15	44567593	44569397	ENSG00000104133	ENST00000261866.12	intron
chr15	44569506	44570524	ENSG00000104133	ENST00000261866.12	intron
chr15	44570659	44572682	ENSG00000104133	ENST00000261866.12	intron
chr15	44572821	44573546	ENSG00000104133	ENST00000261866.12	intron
chr15	44573746	44574901	ENSG00000104133	ENST00000261866.12	intron
chr15	44575042	44583813	ENSG00000104133	ENST00000261866.12	intron
chr15	44584559	44585635	ENSG00000104133	ENST00000261866.12	intron
chr15	44585851	44589251	ENSG00000104133	ENST00000261866.12	intron
chr15	44589415	44592330	ENSG00000104133	ENST00000261866.12	intron
chr15	44592439	44595258	ENSG00000104133	ENST00000261866.12	intron
chr15	44595460	44596082	ENSG00000104133	ENST00000261866.12	intron
chr15	44596356	44596783	ENSG00000104133	ENST00000261866.12	intron
chr15	44596944	44598264	ENSG00000104133	ENST00000261866.12	intron
chr15	44598374	44598630	ENSG00000104133	ENST00000261866.12	intron
chr15	44598837	44600466	ENSG00000104133	ENST00000261866.12	intron
chr15	44600633	44606024	ENSG00000104133	ENST00000261866.12	intron
chr15	44606092	44608443	ENSG00000104133	ENST00000261866.12	intron
chr15	44608606	44610839	ENSG00000104133	ENST00000261866.12	intron
chr15	44610986	44613429	ENSG00000104133	ENST00000261866.12	intron
chr15	44613537	44615362	ENSG00000104133	ENST00000261866.12	intron
chr15	44615567	44620189	ENSG00000104133	ENST00000261866.12	intron
chr15	44620404	44621758	ENSG00000104133	ENST00000261866.12	intron
chr15	44621935	44622219	ENSG00000104133	ENST00000261866.12	intron
chr15	44622348	44622727	ENSG00000104133	ENST00000261866.12	intron
chr15	44622800	44626330	ENSG00000104133	ENST00000261866.12	intron
chr15	44626508	44628668	ENSG00000104133	ENST00000261866.12	intron
chr15	44628845	44629232	ENSG00000104133	ENST00000261866.12	intron
chr15	44629389	44633504	ENSG00000104133	ENST00000261866.12	intron
chr15	44633638	44648865	ENSG00000104133	ENST00000261866.12	intron
chr15	44649012	44651490	ENSG00000104133	ENST00000261866.12	intron
chr15	44651940	44652128	ENSG00000104133	ENST00000261866.12	intron
chr15	44652267	44657094	ENSG00000104133	ENST00000261866.12	intron
chr15	44657297	44659078	ENSG00000104133	ENST00000261866.12	intron
chr15	44659304	44660431	ENSG00000104133	ENST00000261866.12	intron
chr15	44660617	44663390	ENSG00000104133	ENST00000261866.12	intron
chr15	44663663	44663862	ENSG00000104133	ENST00000261866.12	CorePromoter
chr15	44663863	44668662	ENSG00000104133	ENST00000261866.12	ExtendedPromoter
chr11	45806337	45810775	ENSG00000181830	ENST00000314134.4	Intron
chr11	45804949	45805148	ENSG00000181830	ENST00000314134.4	CorePromoter
chr11	45800149	45804948	ENSG00000181830	ENST00000314134.4	ExtendedPromoter
chr3	39383794	39389494	ENSG00000144659	ENST00000650617.1	Intron
chr3	39389617	39390422	ENSG00000144659	ENST00000650617.1	Intron
chr3	39390508	39391440	ENSG00000144659	ENST00000650617.1	Intron
chr3	39391621	39391852	ENSG00000144659	ENST00000650617.1	Intron
chr3	39392022	39394409	ENSG00000144659	ENST00000650617.1	Intron
chr3	39394577	39396397	ENSG00000144659	ENST00000650617.1	Intron
chr3	39383170	39383369	ENSG00000144659	ENST00000650617.1	CorePromoter
chr3	39378370	39383169	ENSG00000144659	ENST00000650617.1	ExtendedPromoter
chr18	31318349	31326580	ENSG00000134760	ENST00000257192.5	Intron
chr18	31326617	31326873	ENSG00000134760	ENST00000257192.5	Intron
chr18	31327006	31328188	ENSG00000134760	ENST00000257192.5	Intron
chr18	31328345	31329891	ENSG00000134760	ENST00000257192.5	Intron
